timestamp,voltage,current,power,energy,status,appliance,source
2013-04-18 09:00:00,230.9,0.407,94.0,2.61e-05,ON,Fridge,ukdale
2013-04-18 09:00:00,229.7,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:00:00,231.6,0.026,6.0,1.7e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:00:06,230.0,0.439,101.0,2.81e-05,ON,Fridge,ukdale
2013-04-18 09:00:06,231.9,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:00:06,228.7,0.026,6.0,1.7e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:00:12,230.3,0.499,115.0,3.19e-05,ON,Fridge,ukdale
2013-04-18 09:00:12,228.7,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:00:12,228.9,0.031,7.0,1.9e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:00:18,230.3,0.421,97.0,2.69e-05,ON,Fridge,ukdale
2013-04-18 09:00:18,229.4,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:00:18,228.3,0.022,5.0,1.4e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:00:24,228.9,0.489,112.0,3.11e-05,ON,Fridge,ukdale
2013-04-18 09:00:24,230.7,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:00:24,230.4,0.026,6.0,1.7e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:00:30,230.6,0.434,100.0,2.78e-05,ON,Fridge,ukdale
2013-04-18 09:00:30,229.3,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:00:30,229.1,0.026,6.0,1.7e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:00:36,230.1,0.417,96.0,2.67e-05,ON,Fridge,ukdale
2013-04-18 09:00:36,230.8,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:00:36,228.3,0.022,5.0,1.4e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:00:42,228.6,0.507,116.0,3.22e-05,ON,Fridge,ukdale
2013-04-18 09:00:42,230.6,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:00:42,229.7,0.026,6.0,1.7e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:00:48,231.7,0.505,117.0,3.25e-05,ON,Fridge,ukdale
2013-04-18 09:00:48,231.2,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:00:48,230.3,0.026,6.0,1.7e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:00:54,228.8,0.463,106.0,2.94e-05,ON,Fridge,ukdale
2013-04-18 09:00:54,231.7,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:00:54,231.2,0.026,6.0,1.7e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:01:00,229.4,0.432,99.0,2.75e-05,ON,Fridge,ukdale
2013-04-18 09:01:00,230.3,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:01:00,230.7,0.022,5.0,1.4e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:01:06,230.0,0.478,110.0,3.06e-05,ON,Fridge,ukdale
2013-04-18 09:01:06,228.9,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:01:06,229.6,0.022,5.0,1.4e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:01:12,231.7,0.501,116.0,3.22e-05,ON,Fridge,ukdale
2013-04-18 09:01:12,229.4,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:01:12,230.6,0.022,5.0,1.4e-06,ON,Hi-Fi System,ukdale
2013-04-18 09:01:18,228.3,0.477,109.0,3.03e-05,ON,Fridge,ukdale
2013-04-18 09:01:18,228.1,0.013,3.0,8e-07,ON,Television,ukdale
2013-04-18 09:01:18,228.2,0.022,5.0,1.4e-06,ON,Hi-Fi System,ukdale
